Exercice;Fonctions;Recette/Prestations ;Recette/Transferts ;Recette/Dette ;Recette/Total ;Recette/Prélèvements ;Recette/TotalAvecPrélèvement ;Dépenses/Personnel ;Dépenses/Fonctionnement ;Dépenses/Transferts ;Dépenses/Dette ;Dépenses/Total ;Dépenses/Prélèvements ;Dépenses/TotalAprèsPrélèvements
2016;872 Santé et hygiène;3183.0;10000.0;0.0;13183.0;0.0;13183.0;35459.85;33865.0;35200.0;0.0;104524.85;0.0;104524.85
2016;877 Eaux usées;5000.0;0.0;0.0;5000.0;0.0;5000.0;0.0;47355.0;158093.84;389211.6;594660.44;0.0;594660.44
2016;939 Logement - Urbanisme;661685.0;450707.58;2071891.6;3184284.18;0.0;3184284.18;818030.9;164036.5;26500.0;1204104.28;2212671.68;0.0;2212671.68
2015;009 Recettes & dépenses générales;5500.0;6615279.48;63250.0;6684029.48;0.0;6684029.48;0.0;17668.0;739242.79;5424388.19;6181298.98;0.0;6181298.98
2015;049 Impôts et Redevances;0.0;93961767.35;0.0;93961767.35;0.0;93961767.35;0.0;0.0;67500.0;0.0;67500.0;1500000.0;1567500.0
2015;059 Assurances;0.0;5000.0;0.0;5000.0;0.0;5000.0;0.0;385500.0;0.0;0.0;385500.0;0.0;385500.0
2015;123 Administration générale;260372.0;3957159.45;125000.0;4342531.45;0.0;4342531.45;29961503.74;3112067.08;151492.98;1132903.99;34357967.79;0.0;34357967.79
2015;139 Services généraux;521735.45;293144.4;21000.0;835879.85;0.0;835879.85;1900296.51;6963882.82;523500.0;1592201.81;10979881.14;0.0;10979881.14
2015;169 Aide aux pays en voie de développement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;369 Pompiers;20000.0;808189.75;0.0;828189.75;0.0;828189.75;0.0;152500.0;9949141.38;1050018.05;11151659.43;0.0;11151659.43
2015;399 Justice - Police;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9000.0;18369498.4;20345.2;18398843.6;0.0;18398843.6
2015;499 Communic. - Voirie - Cours D'eau;61430.0;2636168.64;4577.8;2702176.44;0.0;2702176.44;8294352.74;2241743.04;5000.0;3015583.49;13556679.27;0.0;13556679.27
2015;739 Ens.sec(731),art(734),tech(735);266000.0;205000.0;0.0;471000.0;0.0;471000.0;280986.39;104342.0;238800.0;163872.91;788001.3;0.0;788001.3
2015;759 Enseignement pour handicapés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;767 Bibliothèques publiques;94353.31;771224.08;0.0;865577.39;0.0;865577.39;1435757.86;191357.5;0.0;13319.53;1640434.89;0.0;1640434.89
2015;789 Education Popul. et Arts;2379438.2;1501556.64;0.0;3880994.84;0.0;3880994.84;7097568.71;2116189.01;3258951.68;1981513.71;14454223.11;0.0;14454223.11
2015;872 Santé et hygiène;1400.0;10000.0;0.0;11400.0;0.0;11400.0;37299.58;25865.0;15200.0;0.0;78364.58;0.0;78364.58
2015;874 Alimentation - Eau;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;876 Désinfect.-Nett.-Immond.;54390.06;358985.41;0.0;413375.47;0.0;413375.47;2576864.5;7652962.5;14475.0;66527.33;10310829.33;0.0;10310829.33
2015;999 Total exercice propre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;000 Divers;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;019 Dette générale;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;049 Impôts et Redevances;0.0;91579556.45;0.0;91579556.45;0.0;91579556.45;0.0;0.0;67500.0;0.0;67500.0;0.0;67500.0
2014;123 Administration générale;278920.0;3775513.73;100000.0;4154433.73;0.0;4154433.73;29810067.42;3306582.04;160209.74;1604077.96;34880937.16;0.0;34880937.16
2014;129 Patrimoine privé;696201.52;609932.31;4233.65;1310367.48;0.0;1310367.48;7941061.04;477902.6;51772.39;1016860.0;9487596.03;0.0;9487596.03
2014;399 Justice - Police;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12000.0;17418735.4;13000.0;17443735.4;0.0;17443735.4
2014;759 Enseignement pour handicapés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;789 Education Popul. et Arts;2252083.61;1576197.32;0.0;3828280.93;0.0;3828280.93;7139098.99;2485683.01;3324452.74;1808333.82;14757568.56;0.0;14757568.56
2014;799 Cultes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57000.0;1050000.0;267789.46;1374789.46;0.0;1374789.46
2014;849 Aide sociale et familiale;4650.0;2221103.1;0.0;2225753.1;0.0;2225753.1;2457041.13;136135.0;2123785.66;76706.62;4793668.41;0.0;4793668.41
2014;872 Santé et hygiène;1400.0;5000.0;0.0;6400.0;0.0;6400.0;34149.25;24200.0;10750.0;0.0;69099.25;0.0;69099.25
2014;876 Désinfect.-Nett.-Immond.;70944.24;348561.07;0.0;419505.31;0.0;419505.31;2441139.1;7379500.0;14487.4;67730.18;9902856.68;0.0;9902856.68
2014;879 Cimetières-Protec.environ.;331000.0;423791.88;0.0;754791.88;0.0;754791.88;1004077.41;119300.0;57500.0;65749.29;1246626.7;0.0;1246626.7
2013;000 Divers;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;029 Fonds;0.0;36434220.82;0.0;36434220.82;0.0;36434220.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;059 Assurances;4500.0;8000.0;0.0;12500.0;0.0;12500.0;0.0;325000.0;0.0;0.0;325000.0;0.0;325000.0
2013;129 Patrimoine privé;664201.52;224660.93;26145.44;915007.89;0.0;915007.89;7448591.87;477902.6;1772.39;1108523.93;9036790.79;0.0;9036790.79
2013;149 Calamités;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;169 Aide aux pays en voie de développement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;789 Education Popul. et Arts;1960838.2;1134886.59;0.0;3095724.79;0.0;3095724.79;6385634.03;2338665.0;3007017.2;1877499.25;13608815.48;0.0;13608815.48
2018;019 Dette générale;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018;059 Assurances;0.0;30000.0;0.0;30000.0;0.0;30000.0;0.0;481200.0;0.0;0.0;481200.0;0.0;481200.0
2018;129 Patrimoine privé;583610.0;662154.75;840.09;1246604.84;0.0;1246604.84;7902095.89;363456.31;1800.0;970252.48;9237604.68;0.0;9237604.68
2018;139 Services généraux;519150.0;308757.61;21000.0;848907.61;0.0;848907.61;1853395.72;7686306.82;593500.0;1643283.5;11776486.04;0.0;11776486.04
2018;369 Pompiers;53000.0;1001398.38;0.0;1054398.38;0.0;1054398.38;0.0;71500.0;9949141.38;1097304.07;11117945.45;0.0;11117945.45
2018;499 Communic. - Voirie - Cours D'eau;9420.0;2589742.77;5001.32;2604164.09;0.0;2604164.09;8447512.49;2183807.62;255000.0;3419665.5;14305985.61;0.0;14305985.61
2018;699 Agriculture;53962.56;0.0;0.0;53962.56;0.0;53962.56;0.0;0.0;1050.0;0.0;1050.0;0.0;1050.0
2018;729 Ens.gard(721), Ens.prim(722);0.0;3011886.03;0.0;3011886.03;0.0;3011886.03;3721227.43;746210.0;47190.36;1033689.95;5548317.74;0.0;5548317.74
2018;767 Bibliothèques publiques;55500.0;733215.91;0.0;788715.91;0.0;788715.91;1443846.56;180322.5;0.0;19006.67;1643175.73;0.0;1643175.73
2018;872 Santé et hygiène;3250.0;10000.0;0.0;13250.0;0.0;13250.0;37815.81;31200.0;26240.0;0.0;95255.81;0.0;95255.81
2018;874 Alimentation - Eau;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018;876 Désinfect.-Nett.-Immond.;53474.19;346119.23;0.0;399593.42;0.0;399593.42;2764755.95;8624302.17;22610.0;78747.98;11490416.1;0.0;11490416.1
2018;877 Eaux usées;8000.0;0.0;0.0;8000.0;0.0;8000.0;0.0;42355.0;164228.3;402143.12;608726.42;0.0;608726.42
2019;000 Divers;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019;019 Dette générale;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019;029 Fonds;0.0;46602202.03;0.0;46602202.03;0.0;46602202.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019;049 Impôts et Redevances;0.0;102440657.95;0.0;102440657.95;0.0;102440657.95;0.0;0.0;67500.0;0.0;67500.0;237519.54;305019.54
2019;129 Patrimoine privé;615350.0;791317.89;887.6;1407555.49;0.0;1407555.49;8503493.31;889343.92;328800.0;1097703.36;10819340.59;0.0;10819340.59
2019;499 Communic. - Voirie - Cours D'eau;9455.0;2602924.01;5198.76;2617577.77;0.0;2617577.77;8658117.75;2197861.5;5000.0;3448959.82;14309939.07;0.0;14309939.07
2019;699 Agriculture;49465.56;0.0;0.0;49465.56;0.0;49465.56;0.0;0.0;1050.0;0.0;1050.0;0.0;1050.0
2019;729 Ens.gard(721), Ens.prim(722);0.0;3324997.16;0.0;3324997.16;0.0;3324997.16;3838838.69;850110.0;68116.35;1102321.06;5859386.1;0.0;5859386.1
2019;799 Cultes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45250.0;1076100.0;215112.73;1336462.73;0.0;1336462.73
2019;849 Aide sociale et familiale;3900.0;2344040.73;0.0;2347940.73;0.0;2347940.73;2708891.0;323225.43;2330575.78;232603.6;5595295.81;0.0;5595295.81
2019;872 Santé et hygiène;3400.0;10000.0;0.0;13400.0;0.0;13400.0;38756.62;31450.0;36240.0;0.0;106446.62;0.0;106446.62
2019;877 Eaux usées;8000.0;3062.53;0.0;11062.53;0.0;11062.53;0.0;48320.3;172952.02;418161.88;639434.2;0.0;639434.2
